action,month,day,hour,count,sum,avg,std,step
TRANSFER,0,29,13,69,25621210.41,371321.89,53846.30,709
CASH_OUT,0,29,13,364,53220056.31,146208.95,10520.95,709
CASH_IN,0,29,14,288,41451958.16,143930.41,4778.98,710
PAYMENT,0,29,14,189,2133034.52,11285.90,444.95,710
DEBIT,0,29,14,26,94181.14,3622.35,548.44,710
TRANSFER,0,29,14,64,19947678.06,311682.47,18780.21,710
CASH_OUT,0,29,14,300,44002389.76,146674.63,3977.64,710
TRANSFER,0,29,16,2,17734633.17,8867316.58,1607178.30,712
CASH_OUT,0,29,16,2,17734633.17,8867316.58,1607178.30,712
TRANSFER,0,29,17,1,8503823.55,8503823.55,0.00,713
CASH_OUT,0,29,17,1,8503823.55,8503823.55,0.00,713
CASH_IN,0,29,18,106,13785879.40,130055.47,8055.40,714
PAYMENT,0,29,18,52,363263.09,6985.83,443.51,714
DEBIT,0,29,18,2,5055.92,2527.96,686.18,714
TRANSFER,0,29,18,20,6155371.57,307768.58,55947.86,714
CASH_OUT,0,29,18,104,12856505.50,123620.25,11855.27,714
CASH_IN,0,29,19,325,39982343.64,123022.60,3916.69,715
PAYMENT,0,29,19,236,1609622.86,6820.44,243.69,715
DEBIT,0,29,19,15,55233.67,3682.24,513.27,715
TRANSFER,0,29,19,68,23552664.29,346362.71,60451.11,715
CASH_OUT,0,29,19,344,42440595.09,123373.82,12276.95,715
CASH_IN,0,29,20,11,1753729.06,159429.91,33627.41,716
PAYMENT,0,29,20,3,6383.75,2127.92,1028.14,716
DEBIT,0,29,20,1,8178.54,8178.54,0.00,716
TRANSFER,0,29,20,4,12671506.67,3167876.67,3320783.87,716
CASH_OUT,0,29,20,8,12340602.51,1542575.31,1565843.25,716
CASH_IN,0,29,21,115,13119110.29,114079.22,6029.33,717
PAYMENT,0,29,21,100,508290.58,5082.91,295.10,717
DEBIT,0,29,21,5,22360.68,4472.14,2460.63,717
TRANSFER,0,29,21,20,2357864.65,117893.23,12709.96,717
CASH_OUT,0,29,21,65,5438153.43,83663.90,4897.57,717
CASH_IN,0,29,22,128,15009365.55,117260.67,6014.88,718
PAYMENT,0,29,22,229,1344669.38,5871.92,202.40,718
DEBIT,0,29,22,20,45788.95,2289.45,587.20,718
TRANSFER,0,29,22,33,7558210.57,229036.68,123309.28,718
CASH_OUT,0,29,22,57,9163004.58,160754.47,71091.59,718
TRANSFER,0,29,23,1,4640154.75,4640154.75,0.00,719
CASH_OUT,0,29,23,1,4640154.75,4640154.75,0.00,719
